,log,date,year
6781,"Wednesday, July 19 3:30 a.m. An anonymous caller reported an unconscious male in the elevator of West Village A. There was also urine all over the elevator. When emergency medical technicians arrived he could not be revived, and was taken to Beth Israel Deaconess Medical Center. The proctor said he had just swiped in, but police found no identification on him. When he became conscious at the hospital, he identified himself as 21-year-old resident of West Village A. He will be reported to the Office of Student Conduct and Conflict Resolution (OSCCR). ",2006-07-19 03:30:00,2006
6782,"8:30 p.m. A staff member reported she left a laptop unattended on a table on the third floor of Snell Library for five minutes. When she came back, it was gone. ",2006-07-19 20:30:00,2006
6783,"Thursday, July 20 4:30 p.m. A cell phone was reported stolen after it was left in an unlocked, unattended office on the first floor of the Forsyth Building.  ",2006-07-20 16:30:00,2006
6784,"9:30 p.m. A student returned to her privately leased apartment on Westland Avenue and discovered a man trying to break into her window. She left, went to a friend’s apartment and notified police. The burglar wasn’t caught, and the girl reported she was frightened to return to her apartment. NUPD have arranged for her to stay on campus until she decides whether to return to her apartment or not. ",2006-07-20 21:30:00,2006
6785,"Friday, July 21 4 a.m. An officer on patrol came upon a woman in front of Churchill Hall, lying on the grass in the fetal position. She was severly intoxicated, was not wearing shoes, had no identification and was unable to give her name. She was taken by ambulance to Boston Medical Center, and was later identified as a 20-year-old female student. She said she had been drinking with friends at an off-campus apartment, and will be reported to OSCCR. ",2006-07-21 04:00:00,2006
6786,"Saturday, July 22 9:30 p.m. Two detectives were walking in the West Village Quad in plain clothes and detected the scent of marijuana coming from a group of four young men. The detectives confronted the men, who they identified as three Boston University students and one man who claimed he does not go to college. Their ages were 20, 20, 21 and 22. They said they were on their way to visit a Northeastern student who lives in West Village, and decided to smoke their marijuana before entering the residence hall. They had a small amount of the drug, which was disposed of. They were told not to return to Northeastern or they will be arrested for trespassing. BU police and the dean of students there will be notified. ",2006-07-22 21:30:00,2006
6787,"Sunday, July 23 1 a.m. A 22-year-old male student reported that while he was walking alone on Columbus Avenue, four young male juveniles came up to him and demanded his money. They punched him a couple of times, but he fended off the punches and they ran away.  ",2006-07-23 01:00:00,2006
6788,"6:30 p.m.  A female student reported she was followed from her residence hall to work near Copley Place by the same man on several occasions over the past two weeks, and she was becoming concerned about it. She reported the man would approach her, tap her on the shoulder, and occasionally make suggestive comments. The man was identified as the same man who harassed a student in the library earlier in the week, claiming to be a poet. He has a minor criminal record, and has been told not to return to campus. ",2006-07-23 18:30:00,2006
6789,"Monday, July 24 8 p.m. An officer patrolling on Gainsborough Street saw a person who appeared to be a woman, who was not wearing a shirt and was acting disorderly and screaming in the middle of the street. The police officer returned approached her and asked her to put her shirt back on. The person was uncooperative, and continued to be disorderly. Police determined the person had an outstanding warrant for failing to appear in court, disorderly conduct and malicious destruction on Northeastern’s campus in February. She was arrested, and was found to have a couple of packets of cocaine in her pocket. The person was identified as Jamie Wilkinson, a 33-year-old male who lives in Back Bay. He appears to be a woman and has had a sex-change operation, but has not been completely changed and is still technically male.  ",2006-07-24 20:00:00,2006
6790,"11:30 p.m. Boston police broadcast over the radio that they were looking for two young teens who had just robbed a person on Park Drive and ran through the Back Bay Fens toward Northeastern. Northeastern police officers stopped two suspects who were seen riding their bikes from that direction. The suspects fled, but the officers caught them. The victim, who was not affiliated with Northeastern, was unable to positively identify them, so they were released.  ",2006-07-24 23:30:00,2006
6791,"Tuesday, July 25 11 p.m. A 21-year-old female student reported she had been threatened by e-mail by her 21-year-old roommate, also a student. They live off campus, and they had been e-mailing each other about cleaning and other roommate issues, and the student reportedly felt threatened. Northeastern police offered her temporary housing on campus, which she declined, and warned the other roommate that the threat was inappropriate. She said she didn’t mean it as a serious threat. OSCCR will mediate the conflict. ",2006-07-25 23:00:00,2006
6792,"Wednesday, July 26 2 p.m. A woman who was on campus with her child for orientation was called by NUPD after a purse was turned in that contained her identification. She had left it in Krentzman Quad the previous day. When she went through it, she discovered $125 was missing. ",2006-07-26 14:00:00,2006
6793,"Thursday, July 27 2 p.m. A law school student reported his laptop was missing from his locker in the law school, where he had put it the previous day. He did not lock the locker. ",2006-07-27 14:00:00,2006
6794,"2:30 p.m.  A 21-year-old male student reported his cell phone missing after he left it on a table in the Curry Student Center food court. When he went back 20 minutes later, it was gone. ",2006-07-27 14:30:00,2006
6795,"Friday, July 28 12:30 a.m. A student who lives on Cunard Street reported that a friend of his had just come to his apartment and was injured, claiming he had been stabbed. Northeastern police, Boston police and an ambulance responded to the scene. The friend, 21, would not give his name, and said he was walking near Matthews Arena when he was approached by someone who asked for money. He said he was then stabbed in the back, and walked to his friend’s apartment.  ",2006-07-28 00:30:00,2006
6796,"10 a.m. A female staff member reported her wallet had been stolen from her office in Holmes Hall, which was left unlocked and unattended for about 10 minutes. It contained credit cards and about $100. ",2006-07-28 10:00:00,2006
6797,"Saturday, July 29 3 a.m. Officers came upon three students who were intoxicated and acting disorderly on Gainsborough Street. One of them is 21, two are 22. The students will be reported to OSCCR. ",2006-07-29 03:00:00,2006
6798,11 a.m. A male student reported he  locked his bike outside the Egan Center the previous Wednesday around 8 a.m. When he went back Saturday it wasn’t there anymore. The bicycle in question is a blue 18-speed.  ,2006-07-29 11:00:00,2006
6799,"7 p.m. A 20-year-old male student reported he had locked his bicycle in Centennial Common at 10 a.m., and when he went back for it at 6:30 p.m., he found his safety cable cut and lying on the ground, and his bicycle gone.  ",2006-07-29 19:00:00,2006
6800,"Sunday, July 30 6 p.m. A group of juveniles was acting rowdy inside Wollastons in West Village, and the staff recognized some of them as past shoplifters. The juveniles were told to leave the store, and there was some verbal back and forth between them and the staff. A staff member called Northeastern police, but the teens fled by the time officers arrived. ",2006-07-30 18:00:00,2006
6801,"8:30 p.m. The same staff member at Wollastons called Northeastern police again to say one of the juveniles had come back, poked his head in, hit a clerk in the face with a tennis ball and ran off.  ",2006-07-30 20:30:00,2006
6802,"Sunday, July 30 3:30 a.m. A proctor in West Village G called to report that an ambulance crew had just rushed into the building. A 21-year-old male student reported a 22-year-old female student heavily intoxicated in his apartment and called 911. The male said she became ill and violent after the two shared a bottle of wine. She was taken to Beth Israel Deaconess Medical Center, and will be reported to OSCCR. ",2006-07-30 03:30:00,2006
6803,"Monday, July 31 10:30 a.m. A faculty member who had been on vacation since July 18 returned to discover his laptop missing from his office.",2006-07-31 10:30:00,2006
6804,"10 p.m. NUPD officers stopped two people on Huntington Avenue carrying a case of beer. After questioning, officers determined that it was a 26-year-old who bought the beer for a 19-year-old. Both are students at Berklee College of Music. After confiscating the beer, the officers notified the college of the incident.  Tuesday, July 4 1:45 a.m. The manager at Our House East reported being assaulted by patrons he had asked to leave due to disorderly behavior. The suspects got into a car. NUPD officers obtained a description of the vehicle and stopped a car matching the description, but the manager could not identify his aggressors from the passengers in the car.   Thursday, July 6 Noon A 21-year-old female student was walking by the Sculpture Garden behind the Curry Student Center (CSC) when a young teenaged boy ran toward her, struck her and stole the cell phone she was talking on. She was not seriously injured. A Northeastern employee saw the teenager run into the Ruggles T stop and chased him. When NUPD responded and stopped to question a subject who fit the description, officers realized it was not him.  ",2006-07-03 22:00:00,2006
6805,"Friday, July 7 3 a.m. An NUPD officer saw a male outside West Village A urinating against one of the trees in the area. When the officer questioned him it was determined that he was a 17-year-old friend of a 19-year-old student who lives in that building. They had been drinking and the friend could not wait to get upstairs and use the restroom.  When officers went up to the student’s room, they found the student and four other visitors having a drinking party in his room. The visitors were escorted out and told not to return to campus. The student was reported to the Office of Student Conduct and Conflict Resolution (OSCCR). ",2006-07-07 03:00:00,2006
6806,"3:30 a.m. An NUPD officer found a 20-year-old male student vomiting by the Sculpture Garden. Once he was done, the officer offered to walk him home, but since he lives off campus, he asked to go to Davenport Commons where he has friends. On the way there he got sick again and was taken to the hospital. He was reported to OSCCR.  ",2006-07-07 03:30:00,2006
6807,4 a.m. Boston Police officers called on NUPD for assistance as they investigated an assault in the Fenway. Callers reported hearing a woman screaming. Officers found a 22-year-old female student and her 21-year-old boyfriend who had been in an argument. The male student was arrested for assault and was reported to OSCCR. ,2006-07-07 04:00:00,2006
6808,"Saturday, July 8 12:15 a.m. A 22-year-old female student parked her car on Parker Street. As she was walking to her residence in West Village, she was approached by a pair of 14-year-olds who stole her purse. They said they had a knife, but did not injure the student. Due to the cumulative number of robbery reports in the area between Mission Hill, Park Street and the Fenway, NUPD released a safety notice on the myNEU Web portal to let students know of the risks and recommending safety procedures to take to avoid further assaults and robberies. Students are encouraged to read the notice.  ",2006-07-08 00:15:00,2006
6809,"2 a.m. A 19-year-old female student and her 20-year-old boyfriend got into a verbal and physical argument in the female’s residence in West Village C. She filed the report, saying she has been physically, verbally and psychologically abused by him previously. The man was ordered to stay away from the West Village building but the student declined her right to file a restraining order. He will be reported to OSCCR.   Monday, July 10 1 a.m. An NUPD officer observed a man in the middle of Huntington Avenue as he kicked trash barrels and dumped trash all over the street. When the officer asked the man to stop he became more disorderly. The officer arrested Christopher McKeen, 32, for disorderly behavior.  ",2006-07-08 02:00:00,2006
6810,"8 a.m. The manager at Wollaston’s in the Marino Center detained two teenagers who were caught shoplifting candy bars. A 15- and a 16-year-old are affiliated with a summer program in the neighborhood, and officers called the program’s director to have them picked up. They have been banned from Wollaston’s. ",2006-07-08 08:00:00,2006
6811,"Wednesday, July 12 12:30 a.m. Boston Police reported they were searching for a shoplifter who stole several videos from Blockbuster Video on Massachusetts Avenue. An NUPD officer approaching the Fenway saw a man throwing a bag by the bushes and walking away. When the officer inspected the bag he found the Blockbuster videos and stopped the man, who was a 43-year-old from the South End. He was arrested. ",2006-07-12 00:30:00,2006
6812,"6 a.m. A university employee at the Northeastern boat house left her car keys on a bench in the women’s locker room while exercising. When she returned her keys were not there, and after inspecting her car she realized her laptop and purse had been stolen.  ",2006-07-12 06:00:00,2006
6813,3:30 p.m. A female student reported her wallet stolen after she left it unattended in the Curry Student Center food court.  ,2006-07-12 15:30:00,2006
6814,"5 p.m. A 20-year-old student working out at Squashbusters left her keychain, which had her bank card attached, on an elliptical machine. When she remembered and went back it was gone.  ",2006-07-12 17:00:00,2006
6815,"Thursday, July 13 2:15 a.m. NUPD officers stopped two people in Gainsborough Street. They were on Berklee College of Music students who were acting disorderly and urinating on the street. They were referred to the college.   ",2006-07-13 02:15:00,2006
6816,"4 p.m. NUPD officers were called to Snell Library regarding a juvenile who was using one of the computers and had a knife out in the open. Officers confronted the 15-year-old, confiscated the knife, and called his guardian to take him away. Charges for possession of a dangerous weapon on a campus are pending.    Friday, July 14 2:21 a.m. NUPD officers were called to Stetson West on reports of an unresponsive intoxicated male. The student admitted to having taken shots at an off-campus party and has been reported to OSCCR.  6:25 p.m. NUPD officers were called to Shillman Hall after reports of juveniles using the computers to view pornographic material. The juveniles were escorted out and told not to return to campus.  ",2006-07-13 16:00:00,2006
6817,7:49 p.m. The manager at Wollaston’s in West Village detained a juvenile who stole gum. NUPD officers recognized the juvenile from previous occurrences and contacted the teenager’s grandmother. She was brought to campus to take him home.  ,2006-07-13 19:49:00,2006
6818,"11:19 p.m. NUPD officers responded to a call reporting a cyclist had been struck by a car on St. Stephen Street near Our House East. The victim was not hurt, but the car was not found.   Saturday, July 15 2:12 a.m. NUPD officers responded to an assistance call from BPD officers who were trying to locate three males wearing hoodies who were involved in a robbery.  ",2006-07-13 23:19:00,2006
6819,2:50 a.m. Officers found an unconscious male outside West Village G. Emergency services were contacted but the man declined the help and was transported to his off-campus residence. ,2006-07-13 02:50:00,2006
6820,4:20 a.m. NUPD officers responded to an emergency call in West Village G. A person was believed to be choking but turned out to be suffering from a digestive disorder. She was taken to Beth Israel Hospital for evaluation. ,2006-07-13 04:20:00,2006
6821,11:15 a.m. NUPD officers were called to Shillman Hall after complaints were made about eight non-students using the computers in the building.  ,2006-07-13 11:15:00,2006
6822,12:15 p.m. NUPD received a call from a parent who said his son had been robbed and stabbed twice the night before in the Fenway area while walking home at 1 a.m. Boston Police responded to the emergency and the student was taken to Brigham and Women’s hospital. He had been confronted by seven males; one of them did the stabbing after seeing the 20-year-old did not have much money. The student went into surgery and his current condition is unknown. The case is under investigation.  ,2006-07-13 12:15:00,2006
6823,"3:15 p.m. Northeastern staff members reported 14 rented Texas Instruments calculators, worth about $2,500, were missing. NUPD is investigating.   Monday, July 16 1 a.m. NUPD officers responded to an anonymous call reporting two college males dressed in red hats and khaki shorts tearing down the trees on Huntington Avenue. The males were not located.    ",2006-07-13 15:15:00,2006
6824,2:48 a.m. NUPD officers responded to a fire alarm that was set off on the fifth floor of West Village C. The fire extinguisher on that floor had been discharged and there were no signs of fire. NUPD is investigating and have possible suspects.   ,2006-07-13 02:48:00,2006
6825,6 p.m. Several teenagers were seen making prank calls to NUPD over the emergency phones in the CSC and ran away once officers arrived.  ,2006-07-13 18:00:00,2006
6826,"10:44 a.m. An NUPD officer on directed patrol at Renaissance Garage observed a suspicious male walking between the third and fourth floors. When the officer questioned the man he gave no legitimate reason for being in the area and a criminal check revealed three outstanding warrants on him. He was also in possession of a hypodermic needle, a screwdriver, and other drug and drug paraphernalia items. Jose Barbosa, 37, was arrested for trespassing, drug and drug paraphernalia possession and outstanding warrants.",2006-07-13 10:44:00,2006
6827,"Wednesday, June 21 11 p.m. A Northeastern University Police Department (NUPD) officer walking near West Village H observed one male hand another male a case of beer. When the officer approached and began to engage the pair in conversation, he learned the exchange had taken place between a 22-year-old student and a 20-year-old student. The case, confiscated by the officer, contained only seven beers. Both students were reported to the Office of Student Conduct and Conflict Resolution (OSCCR).  Thursday, June 22 6 p.m. A group of people attending a conference in the Curry Student Center reported they left the room unlocked and unattended for one hour during an afternoon break. When they returned, three laptops had been stolen.   11 p.m. A NUPD officer on Gainsborough Street observed two males leaving a liquor store when one male passed a case of beer to the other. The officer questioned the pair, and learned a 26-year-old man had given the beer to a 20-year-old student. The student has been referred to OSCCR and the 26-year-old has been asked to stay off Northeastern property.  Friday, June 23 1 a.m. An NUPD officer on Forsyth Street observed a man assaulting a woman, pushing her and yelling at her. The female was screaming and crying, and when the officer separated the pair, the female, a 22-year-old student, said her boyfriend was beating her. The male, 22-year-old student Michael Mishkin, struck the officer during an attempt to get his statement. He was subsequently arrested for assault and battery on a female, assault and battery on an officer and resisting arrest. The victim declined an opportunity to apply for a restraining order. Mishkin was reported to OSCCR.   Saturday, June 24 10:30 p.m. Boston Police sent out a radio broadcast regarding a robbery that took place on Parker Street. A male in his mid-20s was robbed by two men who displayed a gun, taking his iPod and cellular phone. NUPD officers stopped a group of juveniles near Ruggles station at 11 p.m., but when they were brought to the victim for identification, he did not identify his aggressors in the group.   Sunday, June 25 2 a.m. A 22-year-old female student in West Village reported she and her boyfriend were robbed by two men who displayed a knife as they were walking on Parker Street. The students said they noticed the two men standing at a nearby tree on the same side of the street and crossed the street to avoid a possible confrontation. However, they were surprised from behind by the assailants, who had crossed the street. They also took the female student’s purse and punched the male student before running away.  2:30 a.m. NUPD officers received a call from a female student in West Village C who found her 21-year-old roommate heavily intoxicated. Emergency medical technicians responded and took the student, who was unconscious, to the hospital. She later told paramedics she had consumed 13 shots of vodka. She has been reported to OSCCR.   Thursday, June 29 8 a.m. A staff member from Dodge Hall reported several items had been stolen from the office over the weekend, including several CDs and other personal belongings. Many people have keys to the area and there was no sign of forced entry. The staff member also reported one of the master keys had been lost or stolen more than a year ago, but the locks were never changed.  2:30 p.m. A female graduate student reported being harassed by a male non-student she met at a social gathering. The female told the man she did not want to be associated with him, but he continues hanging outside her home in Brookline, calling repeatedly, sending text messages, and appearing in places she frequents. NUPD told the student they will be on the lookout in case the male comes to campus, but said a report needs to be filed with the Brookline Police Department.  9:30 p.m. A 25-year-old female student left her jacket and wallet unattended at the InfoCommons while she left to look for books in Snell Library. When she returned her wallet was missing, which she said contained cash, credit cards, identification and keys to her apartment. Since the student lives outside of Boston and had no money to return home, NUPD supplied funds for her to take the subway. Her landlord was alerted about the incident so that he could let her into her residence.  Friday, June 30 12:30 a.m. A male resident in West Village A came home after co-op to find his 20-year-old roommate passed out in the common area with vomit all over the room. NUPD officers responded to the scene but could not revive the student. He was taken to the hospital, and while in the ambulance, he began to vomit again but could not be brought to consciousness in the ambulance. He has been reported to OSCCR.",2006-06-21 23:00:00,2006
6828,"Wednesday, May 24 9 a.m. The manager of Wollaston’s in the Marino Center reported that construction contractors were making inappropriate remarks to female cashiers, which included laughing and joking. The manager reported this was not the first occurrence. Northeastern University Police Department (NUPD) officers spoke with the contractors and asked them to leave the store and not return. The officers also spoke to the owner of the contracting company, who told all employees that the store would be off-limits. ",2006-05-24 09:00:00,2006
6829,"2:30 p.m. A fight broke out between three 17-year-olds, one 18-year-old and one 19-year-old at the Massachusetts Avenue T-stop. NUPD assisted the MBTA transit police. One group of teens said someone had been stabbed. Another group said someone was threatened with a knife while trying to steal one of the teenagers’ sneakers. Nobody was injured and a couple of knives were recovered from the train tracks. Those involved have been identified, and the transit police are investigating.  ",2006-05-24 14:30:00,2006
6830,"8 p.m. A 21-year-old male student reported being robbed while jogging near the Fenway, behind the Museum of Fine Arts. Three teenagers came by as he jogged, knocked him to the ground, and stole his iPod. He was taken to the hospital for evaluation but had no serious injuries. Boston Police officers are investigating. ",2006-05-24 20:00:00,2006
6831,"10:30 p.m. A 23-year-old Massachusetts College of Optometry student, who was studying at Snell Library, reported his bike missing at 6 p.m. from Snell Quad. He had left it outside locked with a cable chain. The bike, valued at $900, and the cable chain, were taken. While officers were speaking to the student from the College of Optometry, a 21-year-old Northeastern student approached them to report that her $500 bike was stolen from Krentzman Quad, where she had left it around 1 p.m. It had disappeared by the time she returned at 10 p.m. ",2006-05-24 22:30:00,2006
6832,"Thursday, May 25 1 p.m. A 44-year-old man was confronted by an individual at the Marino Center food court as he tried to steal the individual’s wallet. The man ran away and the victim left. The manager at Au Bon Pain reported the incident to NUPD. Officers found the man and issued a no trespass warning.  The man had no affiliation with Northeastern. ",2006-05-25 13:00:00,2006
6833,"10:30 p.m. While on patrol in the Fenway area, an officer noticed two people smoking near the bushes. The officer approached the individuals and discovered a 24-year-old female student with a 31-year-old male friend smoking marijuana. The student has been reported to Office of Student Conduct and Conduct Resolution (OSCCR). Since there was only a small amount of marijuana, there were no arrests. ",2006-05-25 22:30:00,2006
6834,"Friday, May 26 2 p.m. Several male teenagers were seen chasing another male teenager over the Camden Street footbridge. NUPD officers stopped the first teenager and learned the others had tried to rob him near the Massachusetts Avenue T-stop. They began chasing him after he tried to flee. He was running toward the Gainsborough Garage where his mother works. The 15-year-old teenagers chasing the boy have been referred to their school’s principal, who will take disciplinary action. ",2006-05-26 14:00:00,2006
6835,"Tuesday, May 30 10:30 p.m. A Northeastern graduate reported her car stolen after she left it parked in Columbus Lot Friday and returned to pick it up on Tuesday. ",2006-05-30 22:30:00,2006
6836,"Wednesday, May 31 11 p.m. The manager of Symphony Market requested help from NUPD to control a customer he believed to be a Northeastern student and who was acting disorderly. The manager accused the student of shoplifting. The student responded with shouting and further inappropriate conduct. The student has been referred to OSCCR and was asked not to return to the store. ",2006-05-31 23:00:00,2006
6837,"Thursday, June 1 3 p.m. A 22-year-old female student reported that in April she left her purse unattended in the library while she went to the bathroom. Upon her return, she found her $800 gold bracelet missing. (She is reporting the incident now because of the police report necessary for filing an insurance claim.) ",2006-06-01 15:00:00,2006
6838,"Saturday, June 3 6 a.m. A proctor at Stetson East left his station while he went to the cafeteria for some food. When he returned, his laptop and iPod were missing. ",2006-06-03 06:00:00,2006
6839,"4:30 p.m. An officer on patrol on St. Stephen Street saw two males and one female carrying beer balls. When he approached them and asked for their identification, he discovered the female student was 19 years old. The officer confiscated her beer ball.  He warned the other students, who were 21 and 22, and referred the female student to OSCCR. ",2006-06-03 16:30:00,2006
6840,"Sunday, June 4 3 a.m. A Resident Assistant discovered an intoxicated person lying in the foyer of 122 St. Stephen’s St.  The 19-year-old male student was looking for another student’s apartment to spend the night in when he passed out in the foyer. He has been referred to OSCCR. ",2006-06-04 03:00:00,2006
6841,"Monday, June 5 12:30 p.m. The library staff reported a 57-year-old man who was banned from the premises because of inappropriate behavior in the past as he was attempting to enter. NUPD officers brought a copy of the letter of his banishment, but the man, who has no connection to Northeastern, denied ever receiving it. He was escorted out of the building.",2006-06-05 12:30:00,2006
6842,"Tuesday, May 9 6 p.m. The Boston Police Department (BPD) broadcast they were looking for suspects in a robbery at New York House of Pizza, located on the corner of Massachusetts and Columbus Avenues. The victim explained he was eating at the restaurant when three teenagers approached his table, grabbed his backpack and fled the scene. NUPD assisted in the search and found three teenagers who fit the description given by the victim outside of the T station. The suspects were stopped and questioned and after the victim identified them, BPD arrested two of the teenagers, aged 15 and 16 years old. The victim had no affiliation with Northeastern. ",2006-05-09 18:00:00,2006
6843,"Thursday, May 11 1 p.m. Four high school-aged students in the Curry Student Center food court approached a high school student, demanding money, jewelry and a cell phone. The victim began calling for the attention of passers-by, and the four teenagers ran out of the building. ",2006-05-11 13:00:00,2006
6844,"Thursday, May 11 1:30 p.m. A female university staff member reported leaving her office on the first floor of Holmes Hall for five minutes and, upon her return, found her purse missing. The office was left unlocked and unattended and another staff member in the ladies room of the building later found the purse. The victim’s wallet, which contained her license, credit cards, gift cards, and T-pass, all worth about $150, were missing. ",2006-05-11 13:30:00,2006
6845,"Thursday, May 11 4 p.m. The manager at the Wollaston’s, located in West Village, reported detaining a 13-year-old girl who had been caught shoplifting from the store. NUPD contacted her mother and did not have to offer a warning not to be on school grounds again because the teenager’s mother assured police she would never be allowed to come back to the store or on Northeastern property. ",2006-05-11 16:00:00,2006
6846,"Friday, May 12 9:30 a.m. A 21-year-old female student reported that after spending the night at a friend’s house, she returned to her Hemenway Street apartment to find it ransacked, and the appearance of blood in one room. A note and a punched wall picture, from where the blood is believed to have originated, were found. The victim, concerned with her safety, obtained a restraining order against her ex-boyfriend, believing him to be the suspect. NUPD delivered it to the suspect. The student reported the man physically abused her and it was one of her reasons for breaking up with him. The case has been referred to OSCCR. ",2006-05-12 09:30:00,2006
6847,"Friday, May 12 4:30 p.m. A female university staff member forgot her wallet in the Curry Student Center food court after eating. When she came back to look for it 10 minutes later, it was gone. The wallet contained her license, checkbook and credit cards. ",2006-05-12 16:30:00,2006
6848,"Tuesday, May 16 2 p.m. A man trying to sell DVDs out of a duffel bag in Krentzman Quadrangle approached an officer dressed in plain clothes. The officer explained that the sale was not allowed and asked for the man’s identification. After seeing the man was wanted by the BPD for failing to appear in court and had drug and theft charges, BPD was called and 46-year-old Gregory Holder was arrested. He has no affiliation with Northeastern. ",2006-05-16 14:00:00,2006
6849,"Tuesday, May 16 6 p.m. A 21-year-old female student reported losing her cell phone on an MBTA bus after it fell out of her pocket. Her friend called the phone, and someone else answered it and then hung up. ",2006-05-16 18:00:00,2006
6850,"Wednesday, May 17 12:30 p.m. A 20-year-old male student informed NUPD of a domestic abuse restraining order he filed against his roommate, a 21-year-old female student. The female got drunk and physically aggressive toward the male student on several occasions and after the warrant was issued, and was forced to move out of the apartment. The case has been referred to OSCCR. ",2006-05-17 12:30:00,2006
6851,"Wednesday, May 17 12:30 p.m. A male university staff member parked his car outside of Kerr Hall at 11 a.m., and by noon his window had been broken and his radio stolen. ",2006-05-17 12:30:00,2006
6852,"Friday, May 19 12:15 a.m. A 22-year-old male student reported encountering three men walking in the opposite direction on Huntington Avenue while walking with a friend. Words were exchanged and the student claimed to have been assaulted. After calling NUPD, the two other males were found and identified as Wentworth Institute of Technology students who were intoxicated. The Wentworth students argued the Northeastern student began the assault. BPD officers determined that, due to the lack of witnesses, the students would have to file charges and go to court. The NU student showed signs of his face having been struck, and he was subsequently taken to the hospital. One Wentworth student also had signs of being struck on the face. NUPD detectives conducted interviews with the students and the Northeastern student will file criminal charges. ",2006-05-19 00:15:00,2006
6853,"Friday, May 19 11 a.m. Renaissance Garage attendants discovered a car with a broken window and called NUPD. When the officer was in the garage, the owner of the car reported the break-in and said an iPod and GPS unit were stolen. He had no Northeastern affiliation. While there, officers searched the garage for suspects and found another car with a broken window. The owner, also with no Northeastern affiliation, claimed his radio and CD player were stolen, as well as an iPod, a laptop, a television and some clothing. ",2006-05-19 11:00:00,2006
6854,"Friday, May 19 Noon A paying client with no Northeastern affiliation reported the tire iron in the back of his pickup truck had been stolen from his truck while it was parked in Renaissance Park Garage. ",2006-05-19 11:00:00,2006
6855,"Friday, May 19 11:30 a.m. A university staff member reported a stolen laptop. The crime occurred overnight, since the laptop was in the reported room at 6 p.m. and was not found there the next morning. There was no sign of forced entry into the room, so it is believed the room was left unlocked. ",2006-05-19 11:30:00,2006
6856,"Sunday, May 21 12:30 p.m. BPD broadcast a robbery on Huntington Avenue near the Christian Science Center’s reflection pool. Four teenagers showed a gun and stole a woman’s purse. A half hour later, NUPD observed four teenagers who fit the given description on Gainsborough Street. The group was detained, and the victim later identified them. Upon a search, the victim’s cell phone was recovered and an air pistol found. The four teenagers,  14 to 17 years old, were arrested. Three live in the immediate neighborhood and one lives out of town.",2006-05-21 12:30:00,2006
6857,"Tuesday, April 18 2:30 p.m. A 22-year-old female student reported her purse stolen by two teenagers from a table at the Starbucks on Huntington Avenue. The purse contained her cell phone and credit cards. ",2006-04-18 14:30:00,2006
6858,"Wednesday, April 19 6 p.m.  A 19-year-old female student in Stetson West reported that she was assaulted by her 18-year-old roommate during an argument in their room. The aggressor was reported to the Office of Student Conduct and Conflict Resolution (OSCCR). No criminal charges were filed.  ",2006-04-19 18:00:00,2006
6859,"Thursday, April 20 1:30 p.m. Northeastern Bookstore staff grew suspicious of a group of students who were repeatedly selling back books that appeared to be fairly new. When asked by the staff if they had taken the classes that required the books, the students claimed they were selling the books for a friend. The staff retained the books and asked for the friend to come to the bookstore to sell the books back themselves. Upon their return, it was discovered that a group of international students, several female and a couple of males, were stealing books and reselling them at the bookstore. The students have been reported to OSCCR, but no criminal charges were filed because it is believed many of the students have returned to their countries in Eastern Europe.  ",2006-04-20 13:30:00,2006
6860,4:30 p.m.  The father of a high school student touring campus reported a bag of purchases from the bookstore missing after he left it unattended at a table in the Curry Student Center food court for about half an hour. ,2006-04-20 16:30:00,2006
6861,"10:30 p.m. Two female roommates in West Village H became involved in an argument that led to one roommate striking the other. Both roommates have been reported to OSCCR. The victim subsequently filed, and was granted, an emergency restraining order, and the aggressor was relocated to another residence hall. She has since left university housing and faces disciplinary action. ",2006-04-20 22:30:00,2006
6862,"Friday, April 21 11 a.m. Residence staff in West Village H reported vandalism in one of the building’s elevators. ",2006-04-21 11:00:00,2006
6863,8 p.m. An 18-year-old female student living in White Hall reported her camera missing from her room.  ,2006-04-21 20:00:00,2006
6864,11 p.m. Officers received a call from staff at Willis Hall about a loud party. Three underage male students were discovered hosting the party. A Suffolk student over 21 provided the alcohol and other underage students were in the apartment. The three students were reported to OSCCR. The Suffolk student was given a warning and told not to be on Northeastern property again.  ,2006-04-21 23:00:00,2006
6865,11 p.m. Officers investigating a party in Willis Hall discovered another party down the hall hosted by four underage male students. The students were reported to OSCCR.  ,2006-04-21 23:00:00,2006
6866,"Saturday, April 22 2:30 a.m. Officers responded to a neighbor’s complaint about a large party at a private apartment on St. Stephen Street. Officers asked for the guests to leave. As they were doing so, gun shots were heard. As the people from the party began to scatter, officers searched for who had fired the shots. No one was injured, but a car was struck twice. Officers suspect that the guests of the party are responsible for the gunshots, but no one has come forward and no one has been identified.  ",2006-04-22 02:30:00,2006
6867,"5:30 p.m. A 20-year-old male student reported that his $700 bicycle, which was locked to a rack outside Snell Library, had been stolen.  ",2006-04-22 17:30:00,2006
6868,"Sunday, April 23 9 p.m. Officers arrested 19-year-old Lorenzo Jones for trespassing in the lobby of Ryder Hall. The building was locked and the police do not know how Jones gained access to the building. He was previously warned not to be on Northeastern property for similar occurrences in the past. ",2006-04-23 21:00:00,2006
